"caseid" "gender" "race" "c1rrscal" "c1rrtsco" "c1rmscal" "c1rmtsco" "c1rgscal" "c1rgtsco" "c1fmotor" "c1gmotor" "c2rrscal" "c2rrtsco" "c2rmscal" "c2rmtsco" "c2rgscal" "c2rgtsco" "c3rrscal" "c3rrtsco" "c3rmscal" "c3rmtsco" "c3rgscal" "c3rgtsco" "c4rrscal" "c4rrtsco" "c4rmscal" "c4rmtsco" "c4rgscal" "c4rgtsco" "p1learn" "p1contro" "p1social" "t1learn" "t1contro" "t1interp" "t1extern" "t1intern" "p1center" "p1disabl" "p1htotal" "p1hfamil" "p1firkdg" "p1hrsprk" "wkmomed" "wkdaded" "wklangst" "wksesl" "wksesq5" "s2kpupri" "p1count" "plshare" "p1pencil" "p1still" "p1letter" "p1verbal" "p1expect" "p1readbo" "p1tellst" "p1singso" "p1helpar" "p1chores" "p1games" "p1nature" "p1build" "p1sport" "p1chlboo" "p1chsesa" "p2librar" "p2safepl" "p2garbag" "p2drug" "p2burglr" "p2violen" "p2vacant" "p2bktog"
"1192" 1192 2 1 19 47 17 47 30 61 8 6 32 52 21 45 32 56 40 54 34 52 41 63 64 56 44 51 42 60 3.83 2.8 3.67 3 3.25 3.4 1.2 1.75 1 2 4 1 1 4 6 4 2 46 4 2 3 2 3 2 3 1 4 3 2 4 2 4 2 2 1 3 50 2 1 3 3 3 3 3 3 7
"1193" 1193 1 1 17 43 17 47 25 54 8 6 32 52 37 61 24 47 38 52 44 62 30 49 55 51 53 60 37 53 2.5 3.2 3.67 2.17 3.25 3 1.6 1.25 1 2 5 1 1 7 5 4 2 46 4 2 3 2 2 2 2 2 3 3 2 1 2 3 3 3 1 3 3 2 2 2 3 3 3 3 3 7
"1194" 1194 2 1 33 64 32 66 25 55 9 8 50 64 41 64 31 56 65 67 44 61 31 51 79 65 49 56 41 59 3.67 3.2 3.67 3.67 3 3.2 1 1.25 1 2 6 1 1 44 5 5 2 46 3 1 2 2 3 1 1 1 4 3 2 2 3 3 4 2 3 2 100 1 2 3 3 3 3 3 3 2
"1195" 1195 2 1 13 36 9 30 20 48 4 8 21 38 13 30 17 39 30 44 21 38 22 40 55 51 37 44 29 44 3.5 3 4 3 3 2.6 1.4 1.75 1 2 7 1 1 6 5 5 2 46 4 2 3 1 2 1 3 1 4 3 4 3 4 4 3 2 2 4 200 1 2 3 3 3 3 3 3 7
"1196" 1196 1 5 29 59 21 54 26 55 6 6 53 65 28 52 26 49 63 66 34 52 34 55 64 56 45 53 37 53 4 3.8 4 4 3.75 3.4 1 1.5 1 2 4 1 1 12 3 5 2 46 4 1 1 1 3 2 2 2 4 4 4 3 3 4 3 4 3 4 30 1 1 2 3 3 3 3 3 7
"1197" 1197 2 3 21 49 14 42 15 42 7 1 25 43 20 42 17 37 32 47 26 45 17 33 53 50 32 40 19 31 3.5 3.2 4 2.17 1.5 1.6 3 3.75 1 2 3 2 1 70 5 3 2 46 4 2 2 2 2 3 2 1 4 3 4 4 2 3 4 2 1 4 115 2 1 2 3 3 3 3 3 0
"1198" 1198 2 2 26 55 20 53 20 48 8 8 36 55 32 56 23 46 39 53 37 56 29 48 53 50 47 54 32 47 3.17 3.4 2.67 4 4 4 1 1.25 1 2 4 1 2 5 5 5 2 46 4 2 1 2 2 1 1 1 6 2 3 4 3 3 2 3 2 3 35 1 1 3 3 3 3 3 3 3
"1199" 1199 1 4 20 47 18 49 14 40 8 5 30 50 19 42 17 38 30 45 25 44 22 41 50 48 46 53 27 41 2.8 3.6 3 2 3.25 1.75 1.2 1.75 1 2 4 1 1 0 5 5 1 46 4 1 3 2 3 3 3 1 4 4 2 2 2 2 4 2 2 3 80 1 1 3 3 3 3 3 3 2
"1200" 1200 2 4 28 58 31 64 32 62 7 5 38 57 41 64 37 62 49 59 42 60 44 68 70 60 50 57 43 62 3.17 3 3.67 3.17 3.25 3.2 1.8 1.5 1 2 5 1 1 33 5 4 2 46 4 1 2 1 3 2 2 2 4 4 1 3 2 3 2 2 1 1 100 1 2 3 3 3 3 3 3 2
"1201" 1201 2 1 15 41 14 43 13 37 5 8 26 45 18 40 21 43 34 49 26 44 22 40 49 48 34 42 29 43 4 3.2 4 2.83 2.5 2.4 2.6 1.75 1 2 3 2 1 55 3 5 2 46 4 1 3 2 2 2 2 2 5 4 4 4 4 4 2 2 4 4 200 2 2 3 3 3 3 3 3 2
"1202" 1202 1 1 34 64 25 59 42 75 9 8 36 55 31 55 40 66 44 56 40 58 42 65 77 64 46 53 46 68 3.67 3.4 3.67 3.83 3.33 3.5 1 1 1 2 4 1 1 38 4 4 2 46 4 1 3 2 3 1 3 1 4 4 3 3 3 4 4 4 4 3 200 1 1 3 3 3 3 3 3 7
"1203" 1203 2 6 16 41 13 41 25 54 2 6 20 37 15 34 25 48 36 50 19 35 39 61 53 49 28 35 35 51 3.17 3.4 3.33 1.67 2 2 2.8 2.25 1 2 3 2 1 32 5 5 2 46 4 1 2 2 3 3 2 3 6 3 3 4 3 3 3 3 3 3 50 1 1 3 3 3 3 3 3 7
"1204" 1204 2 1 30 60 23 56 30 60 8 8 37 56 30 54 28 51 38 52 40 58 29 49 49 47 50 57 39 56 3.17 2 3 3.67 3.5 3.4 1 2 1 2 4 2 1 38 3 4 2 46 3 1 2 1 1 2 2 2 3 3 3 4 4 3 4 2 3 3 30 1 2 3 3 3 2 3 2 2
"1205" 1205 2 1 33 64 25 59 19 47 4 8 39 58 34 57 31 55 50 59 42 60 35 56 70 59 50 57 37 52 3.17 3.4 3.33 4 4 3.6 1 1 1 2 4 1 1 14 5 3 2 46 4 1 1 2 1 2 2 1 4 3 2 2 1 3 2 1 1 2 150 1 2 3 3 3 3 3 3 5
"1206" 1206 2 3 34 64 24 58 32 63 6 8 39 58 29 53 37 63 48 58 42 60 40 62 75 63 54 60 46 68 3.67 2.6 4 2.83 3 3.2 1.6 1.5 1 2 5 1 1 9 3 6 2 46 4 1 2 2 2 2 1 1 5 3 3 4 3 4 2 3 3 3 100 1 1 2 3 3 3 3 3 4
"1207" 1207 2 3 42 69 36 69 22 51 7 5 56 67 41 64 26 49 64 67 52 68 31 52 82 68 60 69 39 56 3.83 2.8 4 3.83 3.67 3.6 1.2 1 1 2 4 1 1 40 4 3 2 46 4 1 1 1 1 1 1 1 6 3 2 1 2 3 2 2 3 4 50 2 2 3 3 3 3 3 3 3
"1208" 1208 1 1 23 52 19 51 25 54 7 8 52 65 32 56 37 62 61 65 35 53 37 58 74 62 45 52 41 58 3.67 2.6 4 2.83 3.25 2.8 1.6 1.25 2 2 4 1 1 0 3 5 2 46 3 1 3 2 2 2 2 2 3 4 4 4 4 3 2 2 2 4 150 2 1 3 3 3 2 3 3 7
"1209" 1209 1 1 15 40 19 51 18 45 8 8 25 43 22 46 28 51 29 43 28 46 34 54 50 48 36 44 37 54 2.5 2 2.67 2.33 1.75 2 3.4 1 1 1 5 1 1 52 5 3 2 46 3 1 5 2 1 2 4 2 3 3 1 2 2 4 2 2 2 1 100 2 2 3 3 3 3 3 3 6
"1210" 1210 1 1 19 46 20 53 19 47 8 6 24 43 29 53 27 50 34 49 31 49 27 46 46 46 42 50 31 46 2.83 3.8 2.67 2.83 2.25 2.4 2.6 1.67 1 2 5 1 1 45 5 5 2 46 4 1 2 1 3 1 1 1 3 4 4 2 4 4 4 4 2 2 100 1 1 3 2 3 3 3 3 7
"1211" 1211 1 2 23 52 16 47 14 39 8 6 26 45 22 45 19 41 23 36 22 39 21 40 42 42 43 51 37 53 2.83 2.2 3 4 3.5 4 1.4 1.25 1 2 3 2 1 35 5 6 2 46 4 1 1 1 1 2 2 2 6 4 3 1 2 1 2 1 2 1 35 1 1 3 3 3 3 3 3 0
"1212" 1212 1 4 13 36 11 36 10 32 5 5 25 43 17 38 18 39 34 48 25 44 26 45 39 41 37 45 37 53 2.67 3 3.67 3 2.5 2.8 2.4 2 1 2 4 1 1 0 6 3 1 46 4 1 2 2 2 2 3 2 5 2 3 3 3 4 4 4 2 2 15 2 2 3 3 3 3 3 3 2
"1213" 1213 1 1 34 64 23 57 34 65 8 8 39 58 32 56 37 63 42 55 34 52 42 65 67 58 44 52 46 67 2.33 2.2 4 3.67 3.25 3.6 1.2 1 1 2 5 1 1 3 3 6 2 46 4 1 3 2 2 2 2 2 4 4 2 4 4 2 3 2 3 2 50 2 2 3 3 3 3 3 3 7
"1214" 1214 2 2 27 57 18 50 15 41 5 8 32 51 30 54 29 53 37 51 29 47 33 53 61 54 37 45 28 43 3 2.6 3 3.33 3.5 3 1.6 1.5 1 2 5 1 1 0 5 6 2 46 4 1 2 1 3 2 2 3 6 4 2 4 2 4 4 2 2 2 30 2 2 3 3 3 3 3 3 7
"1215" 1215 2 1 20 48 19 51 20 48 6 7 34 53 31 55 28 52 31 46 37 56 27 46 39 41 45 52 32 47 3.5 2.8 4 3 3.67 3.2 2 1 2 2 4 1 1 0 3 3 2 46 4 1 3 2 2 2 2 2 3 4 3 4 4 4 3 2 3 2 50 1 1 3 3 3 3 3 3 7
"1216" 1216 2 1 22 51 20 53 30 60 6 8 38 57 31 55 32 56 44 56 35 53 32 52 69 59 51 57 40 57 2.83 3.2 3 3.83 3.75 3.5 1.4 1.5 1 2 4 1 1 96 4 3 2 46 4 1 1 1 1 3 1 1 5 3 3 3 4 4 3 2 1 3 50 2 2 3 3 3 3 3 3 0
"1217" 1217 1 2 25 54 25 59 28 57 8 6 35 55 40 64 29 53 36 51 35 53 40 62 35 38 37 44 41 59 3.83 3.4 4 3.33 3.25 3.2 1.2 1.5 2 1 4 3 2 0 3 5 2 46 4 1 3 2 2 2 1 1 5 2 2 3 2 3 3 2 3 3 12 2 1 2 3 3 3 3 3 2
"1218" 1218 1 1 15 39 11 36 17 43 7 6 23 41 18 39 17 38 30 44 22 40 25 45 37 39 45 53 30 44 3 2.8 3 2 2.25 2.25 2 2.75 2 1 4 1 1 0 3 6 2 46 4 1 3 2 3 2 3 2 2 3 2 1 3 4 3 2 2 3 200 1 2 3 3 3 3 3 3 7
"1219" 1219 2 3 30 60 31 64 29 58 6 6 45 61 39 63 35 60 50 60 39 57 35 56 77 64 47 54 41 58 3.83 4 4 3.17 3.75 3.75 1 1 1 2 3 2 1 32 3 5 2 46 4 2 1 1 1 1 1 1 4 4 2 3 3 4 3 3 3 3 100 1 2 2 3 3 3 3 3 3
"1220" 1220 2 1 29 59 27 61 24 53 7 8 44 61 38 62 28 52 45 57 44 61 31 51 73 61 51 58 32 47 3.17 2.8 3.67 3 2.5 2.6 2 1 1 2 3 2 1 40 5 5 2 46 3 2 1 2 1 2 2 2 3 3 2 2 2 3 2 2 1 2 25 2 2 3 3 3 3 3 3 5
"1221" 1221 1 1 16 42 16 47 21 50 8 7 39 58 35 59 26 50 34 49 40 58 30 50 54 50 56 63 41 58 2.67 3 3 2.67 3.5 3.5 1 2 2 2 5 1 1 0 5 6 2 46 4 1 2 1 3 1 2 1 4 3 2 3 3 2 4 2 2 2 100 2 2 3 3 3 3 3 3 7
"1222" 1222 2 1 30 60 25 59 26 55 8 8 35 54 34 58 36 61 42 55 38 56 39 61 66 57 47 54 41 59 2.67 3.2 4 3 2.75 2.5 2 1.25 1 2 3 2 1 45 4 6 2 46 4 1 1 1 3 2 1 1 4 2 4 3 2 2 1 4 1 1 100 2 2 3 3 3 3 3 3 0
"1223" 1223 1 1 12 32 13 40 13 38 3 5 18 34 23 46 25 48 35 49 26 45 27 46 45 45 41 48 27 42 2.5 3 3.33 2 2 1.8 2.8 1.25 1 2 4 1 1 40 5 5 2 46 4 1 2 2 3 3 3 2 6 4 2 3 3 3 3 2 3 3 100 1 2 3 3 3 3 3 3 2
"1224" 1224 2 1 20 48 17 47 20 48 6 7 29 48 24 48 27 51 39 53 31 49 27 46 57 52 41 49 27 42 2.17 2.4 2.67 2.33 2.33 2.6 2 1.25 1 1 6 5 1 80 5 5 2 46 3 1 3 2 3 2 3 2 4 2 2 2 2 1 2 3 2 2 50 1 2 3 3 3 3 3 3 5
"1225" 1225 2 5 32 62 34 67 18 46 6 7 47 62 47 69 28 52 64 66 50 66 28 48 71 60 61 71 42 60 3.17 3.6 2.67 3.83 3.75 3.2 1.2 1 1 2 4 1 1 40 6 3 2 46 4 2 2 2 2 3 2 3 4 4 2 2 1 2 2 1 3 1 200 1 1 3 3 3 3 3 3 1
"1226" 1226 1 1 37 66 32 65 37 69 9 8 54 66 44 67 43 70 56 63 46 63 42 66 77 64 55 62 46 69 2.67 2.8 3.33 3.67 3 2.8 1.2 2.5 2 2 4 1 1 0 5 6 2 46 4 1 2 2 2 2 3 3 4 4 2 2 3 4 4 3 2 3 60 2 1 3 3 3 3 3 3 7
"1227" 1227 2 1 26 56 24 58 29 58 6 5 37 56 25 49 33 58 38 52 36 54 39 61 64 56 48 55 40 57 3.17 3.2 3 3.83 3.75 3.25 1 1 1 2 4 1 1 7 5 5 2 46 4 2 2 2 2 2 2 2 4 3 1 3 3 4 4 2 2 3 200 2 1 3 3 3 3 3 3 5
"1228" 1228 2 1 21 50 18 50 32 62 5 6 34 54 21 45 32 56 32 46 32 50 33 54 69 59 47 54 41 58 3.33 1.6 4 3.17 3.5 3.4 1 1 2 2 5 1 1 43 3 5 2 46 4 1 4 2 3 3 3 2 4 4 4 1 3 4 2 2 1 1 100 2 2 3 3 3 3 3 3 2
"1229" 1229 2 3 26 55 20 53 31 61 6 8 50 64 34 58 38 64 66 68 38 56 40 62 77 64 48 55 39 56 3.33 4 2.67 3.83 3.67 3 1.6 1.67 1 2 4 1 1 70 5 5 2 46 3 1 2 2 2 2 2 1 4 3 2 2 1 3 3 1 2 3 75 1 2 3 3 3 3 3 3 3
"1230" 1230 2 1 21 50 18 49 21 49 4 8 34 53 23 47 25 48 38 52 32 51 27 46 65 56 41 49 38 54 3.67 1.4 2 3.5 3.25 3.2 1 2.25 2 2 5 1 1 40 3 2 2 46 4 1 3 2 3 2 2 2 3 2 2 3 4 4 2 1 2 2 50 1 2 3 2 3 3 3 3 7
"1231" 1231 2 6 19 47 15 44 20 49 3 8 28 47 24 48 26 49 37 51 23 41 23 42 54 50 43 51 34 49 2.83 2.8 3.33 3.5 3.25 3.4 1.4 1.75 1 2 5 1 1 30 5 6 2 46 4 1 4 2 2 3 3 2 4 3 4 3 3 2 2 2 2 2 50 2 1 3 2 3 3 3 3 2
"1232" 1232 1 2 25 55 12 39 17 45 4 8 30 49 20 43 23 46 32 47 31 50 26 45 48 47 38 45 30 45 2.33 2.8 3.67 2 2.5 2.25 2.2 1.25 1 1 4 1 1 45 6 5 2 46 4 2 4 2 3 2 4 3 4 1 1 1 2 3 1 1 2 3 30 2 2 2 3 3 3 3 2 1
"1233" 1233 2 1 22 50 29 62 30 60 6 8 43 60 29 53 33 58 63 66 41 59 34 55 75 62 43 51 38 55 3.83 3 3.33 3 3.25 3.25 1 1 1 2 5 1 1 20 5 3 2 46 4 2 2 2 2 2 2 2 4 3 2 2 2 3 3 2 2 2 60 1 1 2 3 3 2 3 3 2
"1234" 1234 2 1 14 38 16 46 24 53 5 8 33 53 29 53 33 57 36 51 33 51 35 55 58 53 50 57 43 62 3.33 2.8 4 4 4 4 1 1.25 1 2 9 4 1 48 5 5 2 46 4 1 1 1 1 1 1 1 6 4 4 3 4 4 4 3 3 4 15 1 1 3 3 3 3 3 3 3
"1235" 1235 2 5 34 64 20 53 12 36 9 8 42 59 27 52 15 35 58 63 39 57 18 35 75 63 54 61 30 45 2.17 2.8 3.33 4 4 4 1 1.25 1 2 5 1 1 30 3 5 1 46 4 1 2 2 2 2 1 2 6 4 3 2 3 4 4 1 1 3 50 1 2 3 3 3 3 3 3 7
"1236" 1236 1 2 16 41 12 39 16 43 6 7 23 41 21 44 20 42 24 37 23 42 21 39 50 48 43 51 27 41 2.67 2.2 4 1.67 2.25 2 1.8 1 2 2 4 1 1 60 5 5 2 46 4 1 3 2 3 2 3 1 3 3 4 4 4 4 4 1 2 3 20 1 2 2 3 3 3 3 2 3
"1237" 1237 1 1 23 53 20 52 25 54 7 8 30 49 22 45 35 60 38 52 34 52 37 59 47 46 38 46 42 60 2.67 3 3.33 3.5 3.25 3.8 1.6 1.25 1 2 4 1 1 9 3 6 2 46 3 1 3 1 3 1 1 1 4 3 3 3 3 2 2 1 3 2 200 2 2 3 3 3 3 3 3 7
"1238" 1238 1 1 14 38 17 48 17 44 7 8 22 40 21 44 28 51 25 38 26 45 33 53 27 28 26 33 35 50 3.67 3.4 4 2.67 3.25 3.4 1.2 1 1 2 5 1 1 25 3 3 2 46 4 1 2 2 2 3 2 2 4 4 4 2 4 4 4 3 4 4 100 1 1 3 3 3 3 3 3 7
"1239" 1239 1 1 31 61 33 66 17 45 8 7 36 56 38 62 30 54 54 62 40 58 33 53 68 58 53 60 43 61 2 3.2 3.33 3.5 3.5 4 2.6 1.25 1 2 3 2 2 0 3 3 2 46 4 1 3 2 1 1 1 1 4 4 4 3 3 1 2 1 2 2 50 2 1 3 3 3 3 3 3 0
"1240" 1240 2 1 28 58 30 63 23 52 8 5 38 57 32 56 28 51 42 54 36 54 29 48 51 49 37 44 39 56 2.33 3.6 3 3 2.75 3 2 2 1 2 4 1 2 12 5 5 2 46 4 1 3 2 2 2 3 2 4 3 2 2 2 3 3 1 1 2 30 2 1 3 3 3 3 3 3 3
"1241" 1241 1 8 15 39 18 49 15 41 4 8 21 38 23 47 28 51 34 49 30 48 34 55 51 48 37 45 36 52 2.33 2.8 4 2.5 2.75 2.8 2.6 1.75 2 2 4 1 1 3 5 2 2 46 4 1 2 2 2 2 2 2 4 2 4 4 2 4 4 2 2 2 30 1 2 2 3 2 3 3 3 1
"1242" 1242 1 1 26 56 20 53 23 52 6 2 41 59 30 54 31 56 47 58 40 58 32 53 67 58 47 54 35 51 3 2.2 3.67 2.83 3 2.8 2.8 2 1 2 4 1 1 5 5 5 2 46 3 1 1 1 1 1 1 1 4 4 3 4 3 4 3 4 4 4 120 1 1 2 3 3 2 3 3 4
"1243" 1243 2 1 63 80 32 65 33 63 9 8 70 74 42 65 37 62 76 73 45 62 41 64 82 68 53 59 42 60 3.83 3.4 3.33 3.5 3.25 3.4 1.2 1.25 1 2 5 1 1 40 6 5 2 46 4 1 1 1 1 1 1 1 5 4 3 2 2 4 3 3 1 3 60 2 2 3 3 3 3 3 3 5
"1244" 1244 2 8 31 61 19 52 23 52 4 7 40 58 27 52 33 57 51 60 32 50 30 50 67 58 46 54 35 51 3 3.2 3.67 4 4 3.8 1 1 1 2 5 1 1 15 5 5 2 46 4 1 3 2 3 2 2 2 4 3 2 4 2 2 2 3 2 2 75 1 2 3 3 3 3 3 3 7
"1245" 1245 1 2 22 50 15 45 13 37 7 5 22 39 22 45 19 40 32 46 31 49 22 41 44 44 42 50 24 38 3 2.8 3.33 3.5 3.25 3.2 1.2 1 1 2 7 1 1 35 6 3 2 46 4 1 1 1 1 1 1 1 4 4 4 4 4 4 4 2 4 4 100 1 1 2 3 3 3 3 3 2
"1246" 1246 2 4 42 69 23 57 28 57 9 6 60 69 38 62 32 56 71 70 42 60 36 57 75 63 49 56 42 60 3.67 3.4 3 4 3.5 3.6 1 1.5 1 2 4 1 1 15 1 6 1 46 3 1 2 2 2 2 2 2 6 4 4 1 4 4 4 2 2 4 100 1 1 2 2 3 2 3 3 6
"1247" 1247 1 4 16 42 15 45 21 49 9 8 27 46 23 47 22 44 33 48 26 44 26 45 46 45 43 51 35 50 3.5 3.6 4 2.67 3 2.8 1.8 1.25 1 2 4 1 1 25 3 4 2 46 4 1 2 2 2 2 2 2 6 2 3 2 4 4 1 1 1 2 20 1 1 3 3 3 3 3 3 5
"1248" 1248 2 1 14 39 12 39 19 46 5 8 16 30 19 41 29 53 17 26 24 42 36 57 35 37 39 47 37 53 3.33 3.6 4 2.5 3 3 1.4 1 1 2 5 1 1 15 5 5 2 46 4 1 2 1 2 1 2 1 4 4 4 3 4 4 4 2 4 3 150 2 1 2 3 3 3 3 3 7
"1249" 1249 1 4 14 39 11 37 17 44 6 8 21 38 21 44 18 40 24 37 31 50 24 43 44 44 35 42 28 42 2.67 2.4 2.33 2.67 3 2.8 1.2 1.25 2 2 4 1 1 0 3 4 2 46 4 1 2 1 2 2 3 1 4 3 2 2 2 4 2 2 2 3 50 2 1 3 3 3 3 3 3 7
"1250" 1250 1 1 24 53 23 56 26 56 9 8 38 57 36 60 36 62 43 55 38 56 41 63 67 58 52 59 44 64 2.83 2.4 4 3 2.5 2 1.4 1.5 1 2 4 1 1 8 6 5 2 46 4 1 3 1 3 2 3 2 4 3 2 3 3 4 2 2 2 3 200 2 1 3 3 3 3 3 3 7
"1251" 1251 1 1 19 46 22 55 26 55 8 3 32 51 24 49 34 58 35 49 31 50 38 59 57 52 50 57 43 62 3.67 2.6 3.33 2.67 2 2.2 3.2 2 1 2 4 1 1 36 5 6 2 46 3 1 2 1 2 3 2 1 4 4 3 2 2 4 3 3 2 3 75 1 1 3 3 3 3 3 3 2
"1252" 1252 1 1 20 47 19 51 23 52 4 6 32 52 25 49 34 58 37 51 26 45 37 58 63 56 41 49 37 53 2.67 3.2 3.67 3.17 3 3 1.2 1 1 2 3 2 1 10 5 6 2 46 4 1 4 2 2 2 4 2 4 4 4 2 3 3 4 3 3 3 50 1 1 3 3 3 3 3 3 4
"1253" 1253 2 1 19 46 16 46 24 53 7 5 30 49 22 45 38 64 31 46 23 42 36 57 47 46 38 45 40 57 3 2.8 4 3 3.25 2.8 1.2 1 1 2 4 1 1 11 3 5 2 46 4 1 2 1 1 2 1 1 4 3 2 3 2 3 2 2 1 2 200 1 2 3 3 3 3 2 3 7
"1254" 1254 1 1 23 52 30 64 33 63 7 6 34 53 39 63 41 68 38 52 46 63 43 67 48 47 44 51 43 62 3.17 3 4 2 2 2.4 2 1.5 1 2 5 2 1 52 5 5 2 46 3 1 3 2 3 2 2 2 4 4 4 4 4 3 3 3 3 4 30 2 1 3 3 3 3 3 3 7
"1255" 1255 1 2 21 49 20 52 13 38 5 6 23 41 20 43 27 50 34 49 24 43 35 56 39 41 33 41 40 57 2.5 3.4 3.67 2.17 2 2.2 2.4 2 2 2 6 1 2 0 5 5 2 46 4 1 2 1 1 1 1 1 6 4 4 4 3 4 4 2 4 4 100 1 1 3 3 3 3 3 3 7
"1256" 1256 1 1 29 59 22 55 26 56 6 8 38 57 41 65 27 51 33 48 38 56 34 54 39 40 52 59 41 58 2.5 2 3 2.33 2.25 2 2.6 1.75 1 2 6 1 2 9 5 6 2 46 4 1 3 2 2 2 4 2 2 2 2 4 2 4 2 1 1 2 50 2 2 2 3 3 3 3 3 5
"1257" 1257 1 3 16 42 19 51 18 46 4 8 20 36 26 50 23 46 21 33 33 51 28 48 47 46 43 51 30 45 2.5 2.8 3 3.2 4 3.6 1 1.25 2 2 4 1 1 36 5 3 2 46 4 1 5 2 5 3 5 2 4 2 4 3 1 4 3 4 4 4 50 1 2 2 3 3 3 3 3 1
"1258" 1258 2 4 29 59 30 64 18 45 6 8 46 62 31 55 24 47 56 63 40 58 30 50 72 60 51 58 35 50 3.67 2.4 4 4 4 4 1 1 1 2 4 1 1 54 5 2 2 46 4 1 2 2 2 2 2 2 4 3 3 4 3 3 4 2 3 3 30 1 1 2 2 2 3 3 3 6
"1259" 1259 1 1 18 45 16 47 21 50 6 5 35 55 20 42 23 46 34 49 28 46 26 45 37 39 39 47 30 45 3.83 3.8 4 2.33 3.25 2.75 1 1 1 2 4 1 1 8 5 3 2 46 4 1 3 2 2 2 2 2 3 4 4 4 4 3 4 3 3 3 100 2 1 3 3 3 3 3 3 7
"1260" 1260 1 1 28 58 23 57 31 61 6 8 31 51 27 52 33 58 37 51 35 54 35 56 49 47 42 50 41 59 3.67 3 4 2.83 3.25 3 1.6 1.25 1 2 3 2 1 10 5 3 2 46 3 1 2 1 3 3 3 2 4 4 3 3 3 3 2 1 1 3 35 2 2 3 3 3 3 3 3 2
"1261" 1261 2 1 16 41 15 44 27 57 4 8 30 49 19 42 32 57 39 53 28 47 32 52 52 49 43 50 36 52 2.83 3.6 3.33 4 3.67 3.5 1.2 1.75 1 2 4 1 1 7 5 4 2 46 3 1 1 1 1 1 1 2 3 4 2 4 2 4 3 2 4 2 75 1 1 3 3 3 2 3 3 7
"1262" 1262 1 3 25 55 21 55 29 59 7 7 33 52 35 58 32 57 38 52 39 57 35 56 50 48 48 55 36 51 3 2.8 3.67 2.17 2.5 2.4 1.6 1 1 2 5 1 1 50 5 6 2 46 4 1 2 1 2 2 2 1 4 3 3 4 3 4 3 2 2 3 25 1 1 3 3 3 3 3 3 4
"1263" 1263 1 8 13 36 12 39 17 44 5 8 27 46 24 48 15 35 33 48 40 58 25 44 54 50 47 55 29 44 3 3 3.33 3.17 3.25 3 1 2 1 1 7 1 1 40 5 5 2 46 3 1 1 2 1 2 2 2 4 4 4 3 3 4 2 3 3 4 75 1 2 1 3 1 3 2 3 7
"1264" 1264 1 3 25 54 16 46 15 41 5 6 30 50 25 49 24 48 44 56 47 64 34 54 68 58 59 68 37 52 3.83 3 4 2.5 2.25 2 2 2 1 2 4 1 1 40 5 5 2 46 4 1 2 2 2 2 2 2 6 4 4 3 2 3 3 2 4 4 200 2 1 3 3 3 3 3 3 2
"1265" 1265 2 2 29 59 20 53 11 34 5 7 30 50 19 41 10 24 42 55 21 39 17 34 56 52 40 48 16 28 3 3.2 4 2 1.67 2 2.4 1.75 1 2 2 4 1 80 5 3 2 46 4 2 1 1 3 5 4 1 4 3 3 4 2 4 4 2 1 2 30 1 2 3 3 3 3 3 3 1
"1266" 1266 2 2 35 65 29 62 36 67 6 8 39 58 28 52 27 51 55 62 32 50 32 52 69 59 38 46 34 50 3.67 3.4 3.67 2.67 2.5 2.6 1.6 1.25 1 2 3 2 1 62 5 5 2 46 4 2 2 1 2 1 2 1 4 3 3 4 2 4 3 1 2 3 25 1 2 2 3 3 3 3 3 5
"1267" 1267 2 2 44 71 23 57 19 46 6 6 50 64 33 56 23 45 65 67 39 57 28 48 69 59 45 53 34 49 2.67 2.8 3 3.17 2 2.2 2.4 1.5 1 2 4 1 1 40 5 5 2 46 4 2 2 2 2 2 2 2 4 2 1 3 1 4 3 3 1 3 30 1 2 3 3 3 3 3 3 2
"1268" 1268 2 1 25 54 20 53 16 43 7 8 36 55 26 50 25 48 43 55 32 51 31 51 67 58 44 52 33 48 3 3.2 3 3.17 3.25 3.4 1.4 1.25 1 2 7 1 1 21 6 4 2 46 4 2 3 2 3 2 3 2 3 3 3 3 4 3 3 2 2 4 75 2 1 3 3 3 3 3 3 7
"1269" 1269 2 8 23 52 21 55 25 55 8 7 35 54 31 55 32 57 49 59 32 51 33 54 72 60 46 54 35 51 3 4 4 3 3.25 3 1 1 2 2 3 2 1 30 3 3 2 46 4 2 2 2 3 2 1 1 4 2 2 4 1 4 2 1 1 2 50 2 1 3 3 3 3 3 3 0
"1270" 1270 1 1 27 57 25 59 26 55 9 8 39 58 37 60 28 52 46 57 32 51 36 57 71 60 46 53 37 54 3.5 3.2 4 3.33 3.67 3.4 1.2 1.75 2 1 4 1 1 0 5 3 2 46 4 1 2 1 1 1 1 1 3 4 4 3 3 3 4 4 3 3 100 2 1 2 3 3 3 3 3 7
"1271" 1271 2 1 24 53 22 56 26 55 6 7 31 51 33 56 34 59 36 51 31 49 38 59 55 51 49 56 34 50 3.5 2.8 4 3.83 3.5 3.2 1.2 1 1 2 5 1 1 18 5 5 2 46 3 1 3 1 1 1 2 1 4 3 4 4 4 4 3 2 2 3 100 2 2 3 3 3 3 3 3 7
